word1,word2,pos
undatable,datable,a
undeceive,deceive,v
undeciphered,deciphered,a
undeclared,declared,a
undedicated,dedicated,a
undefeated,defeated,a
undefined,defined,a
undelineated,delineated,a
undemanding,demanding,a
undemocratic,democratic,a
undemocratically,democratically,r
undemonstrative,demonstrative,a
undeniable,deniable,a
undependability,dependability,n
undependable,dependable,a
undependableness,dependableness,n
undependably,dependably,r
underachievement,overachievement,n
underact,overact,v
underbid,outbid,v
underbid,overbid,v
undercharge,overcharge,v
underdress,overdress,v
underestimate,overestimate,v
underexpose,overexpose,v
undergarment,overgarment,n
underhand,overhand,a
underived,derived,a
underpay,overpay,v
underprivileged,privileged,a
undershoot,overshoot,v
underspend,overspend,v
understate,overstate,v
understatement,overstatement,n
understock,overstock,v
understood,ununderstood,a
undervalue,overvalue,v
undescriptive,descriptive,a
undeservedly,deservedly,r
undesigned,designed,a
undesirability,desirability,n
undesirable,desirable,a
undesirous,desirous,a
undetected,detected,a
undetermined,determined,a
undeveloped,developed,a
undifferentiated,differentiated,a
undignified,dignified,a
undiluted,diluted,a
undimmed,dimmed,a
undiplomatic,diplomatic,a
undiplomatically,diplomatically,r
undiscerning,discerning,a
undiscriminating,discriminating,a
undiversified,diversified,a
undock,dock,v
undocumented,documented,a
undomestic,domestic,a
undrained,drained,a
undramatic,dramatic,a
undramatically,dramatically,r
undress,dress,v
undrinkable,drinkable,a
undue,due,a
undynamic,dynamic,a
uneager,eager,a
unearned,earned,a
unearned_run,earned_run,n
uneasy,easy,a
unedifying,edifying,a
uneducated,educated,a
unemotional,emotional,a
unemotional_person,emotional_person,n
unemotionality,emotionality,n
unemotionally,emotionally,r
unemployable,employable,a
unemployed,employed,a
unemployment,employment,n
unenclosed,enclosed,a
unencumbered,encumbered,a
unendowed,endowed,a
unenforceable,enforceable,a
unenforced,enforced,a
unenlightened,enlightened,a
unenlightening,enlightening,a
unenlightenment,enlightenment,n
unenlivened,enlivened,a
unenterprising,enterprising,a
unenthusiastic,enthusiastic,a
unenthusiastically,enthusiastically,r
unequal,equal,a
unequally,equally,r
unequipped,equipped,a
unequivocal,equivocal,a
unequivocalness,equivocalness,n
unerect,erect,a
unestablished,established,a
unethical,ethical,a
unethically,ethically,r
uneven,even,a
unevenly,evenly,r
unevenness,evenness,n
uneventful,eventful,a
unexchangeability,exchangeability,n
unexchangeable,exchangeable,a
unexcitable,excitable,a
unexcited,excited,a
unexciting,exciting,a
unexcitingly,excitingly,r
unexhausted,exhausted,a
unexpansive,expansive,a
unexpected,expected,a
unexpectedness,expectedness,n
unexpendable,expendable,a
unexpired,expired,a
unexploited,exploited,a
unexportable,exportable,a
unextended,extended,a
unfaceted,faceted,a
unfair,fair,a
unfairly,fairly,r
unfairness,fairness,n
unfaithful,faithful,a
unfaithfully,faithfully,r
unfaithfulness,faithfulness,n
unfamiliar,familiar,a
unfamiliarity,familiarity,n
unfashionable,fashionable,a
unfashionably,fashionably,r
unfasten,fasten,v
unfastened,fastened,a
unfastidious,fastidious,a
unfathomable,fathomable,a
unfavorable,favorable,a
unfavorableness,favorableness,n
unfavorably,favorably,r
unfeathered,feathered,a
unfeelingly,feelingly,r
unfilled,filled,a
unfinished,finished,a
unfit,fit,a
unfitness,fitness,n
unfixed,fixed,a
unflattering,flattering,a
unfledged,fledged,a
unfocused,focused,a
unfold,fold,v
unforgettable,forgettable,a
unforgivably,forgivably,r
unforgiving,forgiving,a
unforgivingly,forgivingly,r
unformed,formed,a
unfortunate,fortunate,a
unfortunately,fortunately,r
unframed,framed,a
unfree,free,a
unfreeze,freeze,v
unfretted,fretted,a
unfriendliness,friendliness,n
unfriendly,friendly,a
unfrozen,frozen,a
unfruitful,fruitful,a
unfueled,fueled,a
unfunded,funded,a
unfurl,roll_up,v
unfurnished,furnished,a
unfurrowed,furrowed,a
ungathered,gathered,a
ungeared,geared,a
ungenerous,generous,a
unglazed,glazed,a
ungodliness,godliness,n
ungracefully,gracefully,r
ungracious,gracious,a
ungraciously,graciously,r
ungraciousness,graciousness,n
ungrammatical,grammatical,a
ungrammatically,grammatically,r
ungrateful,grateful,a
ungratefully,gratefully,r
ungregarious,gregarious,a
ungroomed,groomed,a
ungrudgingly,grudgingly,r
unguiculate,ungulate,a
unguided,guided,a
ungulate,unguiculate,a
ungusseted,gusseted,a
unhappily,happily,r
unhappiness,happiness,n
unhappy,happy,a
unharness,harness,v
unheaded,headed,a
unhealthful,healthful,a
unhealthfulness,healthfulness,n
unhealthy,healthy,a
unhelpful,helpful,a
unhelpfully,helpfully,r
unhesitatingly,hesitantly,r
unhitch,hitch,v
unholiness,holiness,n
unholy,holy,a
unhook,hook,v
unhurried,hurried,a
unhurriedly,hurriedly,r
unhygienically,hygienically,r
unicameral,bicameral,a
unidentifiable,identifiable,a
unidimensional,multidimensional,a
unidirectional,bidirectional,a
uniform,multiform,a
uniformity,nonuniformity,n
unify,disunify,v
unilateral,multilateral,a
unilaterally,multilaterally,r
unimaginatively,imaginatively,r
unimodal,bimodal,a
unimpaired,impaired,a
unimportance,importance,n
unimportant,important,a
unimpressionable,impressionable,a
unimpressive,impressive,a
unimpressively,impressively,r
unimproved,improved,a
uninflected,inflected,a
uninfluential,influential,a
uninformative,informative,a
uninformatively,informatively,r
uninformed,informed,a
uninhabited,inhabited,a
uninhibited,inhibited,a
uninitiate,initiate,n
uninjectable,injectable,a
uninjured,injured,a
uninquiring,inquiring,a
uninspiring,inspiring,a
uninstructive,instructive,a
uninstructively,instructively,r
uninsurability,insurability,n
uninsured,insured,a
unintelligent,intelligent,a
unintelligently,intelligently,r
unintelligibility,intelligibility,n
unintelligible,intelligible,a
unintelligibly,intelligibly,r
unintended,intended,a
unintentionally,intentionally,r
uninterested,interested,a
uninteresting,interesting,a
uninterestingly,interestingly,r
uninterestingness,interestingness,n
unintrusive,intrusive,a
uninucleate,multinucleate,a
uninviting,inviting,a
uninvolved,involved,a
union,disunion,n
union,nonunion,a
union,separation,n
uniparous,multiparous,a
unipolar,bipolar,a
unironed,ironed,a
unitary,federal,a
unite,divide,v
united,divided,a
univalent,bivalent,a
univalent,multivalent,a
univalve,bivalve,a
universal,particular,n
universal_proposition,particular_proposition,n
unjust,just,a
unjustifiably,justifiably,r
unjustly,justly,r
unkind,kind,a
unkindly,kindly,r
unkindness,kindness,n
unknot,knot,v
unknowable,knowable,a
unknowingly,knowingly,r
unknown,known,a
unlabeled,labeled,a
unlaced,laced,a
unlamented,lamented,a
unlash,lash,v
unlaureled,laureled,a
unlawful,lawful,a
unlawfully,lawfully,r
unlawfulness,lawfulness,n
unleaded,leaded,a
unleaded_gasoline,leaded_gasoline,n
unleavened,leavened,a
unlighted,lighted,a
unlike,like,a
unlikelihood,likelihood,n
unlikeliness,likeliness,n
unlikely,likely,a
unlikeness,likeness,n
unlimited,limited,a
unlined,lined,a
unlisted,listed,a
unlisted_security,listed_security,n
unlivable,livable,a
unliveried,liveried,a
unloaded,loaded,a
unloading,loading,n
unlock,lock,v
unloved,loved,a
unloving,loving,a
unlubricated,lubricated,a
unluckily,luckily,r
unlucky,lucky,a
unmade,made,a
unmake,make,v
unmalicious,malicious,a
unmalleability,malleability,n
unmalted,malted,a
unmanageable,manageable,a
unmanageably,manageably,r
unmanfully,manfully,r
unmanly,manly,a
unmanned,manned,a
unmarked,marked,a
unmarried,married,a
unmask,mask,v
unmated,mated,a
unmelodious,melodious,a
unmelodiously,melodiously,r
unmelted,melted,a
unmemorably,memorably,r
unmerited,merited,a
unmilitary,military,a
unmindful,mindful,a
unmindfully,mindfully,r
unmindfulness,mindfulness,n
unmined,mined,a
unmitigated,mitigated,a
unmodifiable,modifiable,a
unmodified,modified,a
unmodulated,modulated,a
unmotivated,motivated,a
unmotorized,motorized,a
unmoved,moved,a
unmoving,moving,a
unmown,mown,a
unmusical,musical,a
unmusically,musically,r
unmuzzle,muzzle,v
unmyelinated,myelinated,a
unnatural,natural,a
unnaturally,naturally,r
unnaturalness,naturalness,n
unnecessarily,necessarily,r
unnecessary,necessary,a
unneighborliness,neighborliness,n
unneurotic,neurotic,a
unnoticeable,noticeable,a
unnoticed,noticed,a
unobligated,obligated,a
unobstructed,obstructed,a
unobtrusive,obtrusive,a
unobtrusively,obtrusively,r
unobtrusiveness,obtrusiveness,n
unobvious,obvious,a
unoccupied,occupied,a
unoffending,offending,a
unofficial,official,a
unofficially,officially,r
unoiled,oiled,a
unopposable,opposable,a
unopposed,opposed,a
unorganized,organized,a
unoriented,oriented,a
unoriginal,original,a
unoriginality,originality,n
unorthodox,orthodox,a
unorthodoxy,orthodoxy,n
unostentatious,ostentatious,a
unowned,owned,a
unpack,pack,v
unpackaged,packaged,a
unpaid,paid,a
unpaintable,paintable,a
unpainted,painted,a
unpalatability,palatability,n
unpalatable,palatable,a
unpalatably,palatably,r
unpardonable,pardonable,a
unpardonably,pardonably,r
unparented,parented,a
unpatriotic,patriotic,a
unpatriotically,patriotically,r
unpatronized,patronized,a
unpaved,paved,a
unpeaceful,peaceful,a
unperceptive,perceptive,a
unperceptiveness,perceptiveness,n
unpermissive,permissive,a
unpermissiveness,permissiveness,n
unperplexed,perplexed,a
unpersuasiveness,persuasiveness,n
unpin,pin,v
unplanned,planned,a
unplanted,planted,a
unplayable,playable,a
unplayful,playful,a
unpleasant,pleasant,a
unpleasantly,pleasantly,r
unpleasantness,pleasantness,n
unpleasingness,pleasingness,n
unplowed,plowed,a
unplug,plug_in,v
unpointedness,pointedness,n
unpolished,polished,a
unpopular,popular,a
unpopularity,popularity,n
unportable,portable,a
unposed,posed,a
unpotted,potted,a
unpowered,powered,a
unprecedented,precedented,a
unprecedentedly,precedentedly,r
unpredictability,predictability,n
unpredictable,predictable,a
unprejudiced,prejudiced,a
unpremeditated,premeditated,a
unprepared,prepared,a
unpresidential,presidential,a
unpretentious,pretentious,a
unpretentiously,pretentiously,r
unpretentiousness,pretentiousness,n
unpreventable,preventable,a
unpriestly,priestly,a
unprincipled,principled,a
unprintable,printable,a
unprocessed,processed,a
unproductive,productive,a
unproductively,productively,r
unproductiveness,productiveness,n
unprofessional,professional,a
unprofitability,profitability,n
unprofitable,profitable,a
unprofitableness,profitableness,n
unprofitably,profitably,r
unpronounceable,pronounceable,a
unprophetic,prophetic,a
unpropitious,propitious,a
unpropitiously,propitiously,r
unpropitiousness,propitiousness,n
unprotected,protected,a
unprotective,protective,a
unproved,proved,a
unprovocative,provocative,a
unpublishable,publishable,a
unpublished,published,a
unpunctual,punctual,a
unpunished,punished,a
unqualified,qualified,a
unquestionable,questionable,a
unquiet,quiet,a
unquietly,quietly,r
unquotable,quotable,a
unravel,ravel,v
unreactive,reactive,a
unready,ready,a
unreal,real,a
unrealistic,realistic,a
unrealistically,realistically,r
unreality,reality,n
unreasonable,reasonable,a
unreasonably,reasonably,r
unreassuring,reassuring,a
unreceptive,receptive,a
unrecognizably,recognizably,r
unreconstructed,reconstructed,a
unrecoverable,recoverable,a
unrefined,refined,a
unreflected,reflected,a
unregenerate,regenerate,a
unregistered,registered,a
unregretful,regretful,a
unregulated,regulated,a
unrelated,related,a
unrelatedness,relatedness,n
unreliability,reliability,n
unreliable,reliable,a
unreliableness,reliableness,n
unreliably,reliably,r
unremarkably,remarkably,r
unrenewable,renewable,a
unrentable,rentable,a
unrepeatable,repeatable,a
unrepentant,repentant,a
unrepentantly,repentantly,r
unreportable,reportable,a
unreported,reported,a
unreproducible,reproducible,a
unrequested,requested,a
unresentful,resentful,a
unreserved,reserved,a
unrespectability,respectability,n
unrespectable,respectable,a
unresponsive,responsive,a
unresponsiveness,responsiveness,n
unrestrained,restrained,a
unrestraint,restraint,n
unrestricted,restricted,a
unrestrictive,restrictive,a
unretentive,retentive,a
unreverberant,reverberant,a
unrevived,revived,a
unrewarding,rewarding,a
unrhetorical,rhetorical,a
unrhymed,rhymed,a
unrhythmical,rhythmical,a
unrifled,rifled,a
unrigged,rigged,a
unrighteous,righteous,a
unrighteously,righteously,r
unrighteousness,righteousness,n
unromantically,romantically,r
unsaddle,saddle,v
unsaddled,saddled,a
unsalable,salable,a
unsanitariness,sanitariness,n
unsanitary,sanitary,a
unsaponified,saponified,a
unsarcastic,sarcastic,a
unsatisfactorily,satisfactorily,r
unsatisfactoriness,satisfactoriness,n
unsatisfactory,satisfactory,a
unsaturated,saturated,a
unsavory,savory,a
unscalable,scalable,a
unscheduled,scheduled,a
unscholarly,scholarly,a
unscientific,scientific,a
unscramble,scramble,v
unscrew,screw,v
unscripted,scripted,a
unscrupulous,scrupulous,a
unscrupulousness,scrupulousness,n
unseal,seal,v
unsealed,sealed,a
unseamanlike,seamanlike,a
unseasonable,seasonable,a
unseasonableness,seasonableness,n
unseasonably,seasonably,r
unseasoned,seasoned,a
unseaworthy,seaworthy,a
unsecured_bond,secured_bond,n
unseductive,seductive,a
unseeded,seeded,a
unseemliness,seemliness,n
unselected,selected,a
unselfconsciously,self-consciously,r
unselfconsciousness,self-consciousness,n
unselfish,selfish,a
unselfishly,selfishly,r
unselfishness,selfishness,n
unsensational,sensational,a
unsent,sent,a
unsentimentally,sentimentally,r
unserviceable,serviceable,a
unservile,servile,a
unsettled,settled,a
unsexy,sexy,a
unshaded,shaded,a
unshapely,shapely,a
unshared,shared,a
unshaven,shaven,a
unsheared,sheared,a
unsheathe,sheathe,v
unsheathed,sheathed,a
unshelled,shelled,a
unshockable,shockable,a
unshod,shod,a
unshrinkable,shrinkable,a
unshuttered,shuttered,a
unsigned,signed,a
unsilenced,silenced,a
unsinkable,sinkable,a
unsized,sized,a
unskilled,skilled,a
unskillfulness,skillfulness,n
unsmilingly,smilingly,r
unsnarl,snarl,v
unsociability,sociability,n
unsociable,sociable,a
unsociably,sociably,r
unsocial,social,a
unsold,sold,a
unsolvability,solvability,n
unsolved,solved,a
unsound,sound,a
unsoundness,soundness,n
unsoured,soured,a
unspaced,spaced,a
unspecialized,specialized,a
unspecified,specified,a
unspell,spell,v
unsportingly,sportingly,r
unstable,stable,a
unstableness,stableness,n
unstaged,staged,a
unstained,stained,a
unstaple,staple,v
unstatesmanlike,statesmanlike,a
unsteadily,steadily,r
unsteadiness,steadiness,n
unsteady,steady,a
unstimulating,stimulating,a
unstoppable,stoppable,a
unstrain,strain,v
unstrap,strap,v
unstratified,stratified,a
unstratified_language,stratified_language,n
unstressed,stressed,a
unstring,string,v
unstructured,structured,a
unstuck,stuck,a
unstudied,studied,a
unstuff,stuff,v
unsuccessful,successful,a
unsuccessfully,successfully,r
unsuitability,suitability,n
unsuitableness,suitableness,n
unsuitably,suitably,r
unsupervised,supervised,a
unsupported,supported,a
unsupportive,supportive,a
unsure,sure,a
unsurprised,surprised,a
unsurprising,surprising,a
unsusceptibility,susceptibility,n
unsusceptible,susceptible,a
unsuspected,suspected,a
unswept,swept,a
unsworn,sworn,a
unsympathetic,sympathetic,a
unsympathetically,sympathetically,r
unsystematic,systematic,a
unsystematically,systematically,r
untalented,talented,a
untangled,tangled,a
untanned,tanned,a
untapped,tapped,a
untempered,tempered,a
untheatrical,theatrical,a
unthematic,thematic,a
unthinkable,thinkable,a
unthoughtfulness,thoughtfulness,n
untidiness,tidiness,n
untidy,tidy,a
untie,tie,v
untied,tied,a
untimbered,timbered,a
untimeliness,timeliness,n
untipped,tipped,a
untouched,touched,a
untraceable,traceable,a
untrained,trained,a
untranslatable,translatable,a
untraveled,traveled,a
untreated,treated,a
untrimmed,trimmed,a
untroubled,troubled,a
untrustiness,trustiness,n
untrustworthiness,trustworthiness,n
untrustworthy,trustworthy,a
untruthful,truthful,a
untruthfully,truthfully,r
untruthfulness,truthfulness,n
untucked,tucked,a
untune,tune,v
unturned,turned,a
untwine,twine,v
untwist,twist,v
ununderstood,understood,a
unusual,usual,a
unusualness,usualness,n
unvaried,varied,a
unvariedness,variedness,n
unveil,veil,v
unveiled,veiled,a
unventilated,ventilated,a
unvoiced,voiced,a
unwanted,wanted,a
unwarily,warily,r
unwariness,wariness,n
unwary,wary,a
unwaxed,waxed,a
unweaned,weaned,a
unwearable,wearable,a
unweave,weave,v
unwebbed,webbed,a
unwelcome,welcome,a
unwellness,wellness,n
unwholesome,wholesome,a
unwholesomeness,wholesomeness,n
unwieldy,wieldy,a
unwilling,willing,a
unwillingly,willingly,r
unwillingness,willingness,n
unwind,wind,v
unwire,wire,v
unwitting,witting,a
unwittingly,wittingly,r
unwomanly,womanly,a
unwooded,wooded,a
unworldly,worldly,a
unworthiness,worthiness,n
unworthy,worthy,a
unwoven,woven,a
unwrap,wrap,v
unwrapped,wrapped,a
unwrinkled,wrinkled,a
unwritten,written,a
unyoke,yoke,v
unzip,zip_up,v
up,down,a
up,down,r
upgrade,downgrade,v
upland,lowland,a
upload,download,v
upmarket,downmarket,a
upper-class,lower-class,a
upper-class,middle-class,a
uppercase,lowercase,a
uppercase,lowercase,n
upriver,downriver,r
upstage,downstage,a
upstage,downstage,r
upstairs,downstairs,a
upstairs,downstairs,r
upstream,downstream,a
upstream,downstream,r
uptick,downtick,n
uptime,downtime,n
uptown,downtown,a
uptown,downtown,r
upward,downward,r
upwardly,downwardly,r
upwards,downwards,r
upwind,downwind,r
urban,rural,a
urban_area,rural_area,n
urbanity,rusticity,n
used,misused,a
useful,useless,a
usefully,uselessly,r
usefulness,uselessness,n
useless,useful,a
uselessly,usefully,r
uselessness,usefulness,n
usual,unusual,a
usualness,unusualness,n
utility,inutility,n
utopia,dystopia,n
utopian,dystopian,a
vagile,sessile,a
valgus,varus,n
valid,invalid,a
validate,invalidate,v
valuable,worthless,a
variability,invariability,n
variable,invariable,a
variableness,invariableness,n
varied,unvaried,a
variedness,unvariedness,n
varietal,generic,n
varietal_wine,generic_wine,n
varus,valgus,n
vascular,avascular,a
veer,back,v
veil,unveil,v
veiled,unveiled,a
venial_sin,mortal_sin,n
ventilated,unventilated,a
ventral,dorsal,a
veracity,mendacity,n
verbal,numerical,a
verboseness,terseness,n
vernal,summery,a
vernal,wintry,a
vernal_equinox,autumnal_equinox,n
verso,recto,n
vertebrate,invertebrate,a
vertical,horizontal,a
vertical,inclined,a
victory,defeat,n
violable,inviolable,a
violate,conform_to,v
violent,nonviolent,a
violently,nonviolently,r
virtuous,wicked,a
virulent,avirulent,a
visibility,invisibility,n
visible,invisible,a
visibly,invisibly,r
vitalize,devitalize,v
viviparous,oviparous,a
viviparous,ovoviviparous,a
vocal,instrumental,a
vocalic,consonantal,a
voice,devoice,v
voiced,unvoiced,a
volatile,nonvolatile,a
volatile_storage,non-volatile_storage,n
volatile_storage,nonvolatile_storage,n
volley,ground_stroke,n
voltaic_cell,electrolytic_cell,n
voluble,taciturn,a
voluntarily,involuntarily,r
voluntary,involuntary,a
volunteer,draftee,n
vomit,keep_down,v
vowel,consonant,n
vulnerability,invulnerability,n
vulnerable,invulnerable,a
wake,sleep,v
wake_up,fall_asleep,v
wakefulness,sleepiness,n
waking,sleeping,n
walk,ride,v
walleyed,cross-eyed,a
wane,wax,v
waning,waxing,a
waning,waxing,n
wanted,unwanted,a
war,make_peace,v
war,peace,n
warily,unwarily,r
wariness,unwariness,n
warm,cool,a
warm-blooded,cold-blooded,a
warmhearted,coldhearted,a
wary,unwary,a
washable,nonwashable,a
waste,conserve,v
wasteful,thrifty,a
wave_theory,corpuscular_theory,n
wave_theory_of_light,corpuscular_theory_of_light,n
wax,wane,v
waxed,unwaxed,a
waxing,waning,a
waxing,waning,n
weak,strong,a
weak_part,good_part,n
weak_point,strong_point,n
weaken,strengthen,v
weakening,strengthening,n
weakly,strongly,r
weakness,strength,n
wealth,poverty,n
weaned,unweaned,a
wearable,unwearable,a
weave,unweave,v
webbed,unwebbed,a
weed,cultivated_plant,n
weedless,weedy,a
weedy,weedless,a
weigh_down,lighten,v
weightless,weighty,a
weighty,weightless,a
welcome,say_farewell,v
welcome,unwelcome,a
well,badly,r
well,ill,a
well,ill,r
well-advised,ill-advised,a
well-being,ill-being,n
well-defined,ill-defined,a
wellness,illness,n
wellness,unwellness,n
west,east,a
westerly,easterly,r
western,eastern,a
wet,dry,a
wet,dry,v
wet-bulb_thermometer,dry-bulb_thermometer,n
wet_fly,dry_fly,n
wetness,dryness,n
wheeled,wheelless,a
wheelless,wheeled,a
whisper,shout,v
white,black,a
white,black,n
white-collar,blue-collar,a
whiten,blacken,v
whole,fractional,a
whole,half,a
whole_milk,skim_milk,n
wholesale,retail,n
wholesale,retail,r
wholesale,retail,v
wholesome,unwholesome,a
wholesomeness,unwholesomeness,n
wholly,partly,r
wicked,virtuous,a
wide,narrow,a
widen,narrow,v
wideness,narrowness,n
widening,narrowing,n
wieldy,unwieldy,a
wife,husband,n
wifely,husbandly,a
wigged,wigless,a
wigless,wigged,a
wild,tame,a
wildness,tameness,n
willing,unwilling,a
willingly,unwillingly,r
willingness,unwillingness,n
win,lose,v
wind,unwind,v
windward,leeward,a
windward,leeward,n
windward,leeward,r
winged,wingless,a
wingless,winged,a
winner,loser,n
winnings,losings,n
winter_solstice,summer_solstice,n
winterize,summerize,v
wintry,autumnal,a
wintry,vernal,a
wire,unwire,v
wired,wireless,a
wireless,wired,a
wisdom,folly,n
wise,foolish,a
wisely,foolishly,r
wish,begrudge,v
withdraw,deposit,v
withholder,granter,n
witting,unwitting,a
wittingly,unwittingly,r
woman,man,n
womanly,unwomanly,a
won,lost,a
wooded,unwooded,a
woody,nonwoody,a
work,idle,v
work_time,time_off,n
workday,rest_day,n
worker,nonworker,n
worldliness,otherworldliness,n
worldly,unworldly,a
worn,new,a
worry,reassure,v
worse,better,a
worsen,better,v
worsening,bettering,a
worst,best,a
worst,best,n
worth,worthlessness,n
worthiness,unworthiness,n
worthless,valuable,a
worthlessness,worth,n
worthy,unworthy,a
woven,unwoven,a
wrap,unwrap,v
wrapped,unwrapped,a
wrinkled,unwrinkled,a
written,spoken,a
written,unwritten,a
wrong,right,a
wrong,right,n
wrong,right,v
wrongfulness,rightfulness,n
wrongly,right,r
wrongness,rightness,n
xenogeneic,allogeneic,a
xeric,hydric,a
xeric,mesic,a
yang,yin,n
yea,nay,n
year-round,seasonal,a
yes,no,n
yield,stand,v
yin,yang,n
yoke,unyoke,v
young,aged,n
young,old,a
youngness,oldness,n
zenith,nadir,n
zip_up,unzip,v
zonal,azonal,a
zygodactyl,heterodactyl,a
zygodactyl_foot,heterodactyl_foot,n
zygomorphic,actinomorphic,a
